58	1008.73	-307.5	402.702	431.27	607.5	-12.9904	344.658
59	1272.71	-502.5	-324.76	519.563	-45	51.9615	-606.743
60	1181.92	-45	207.846	-245.288	562.5	-376.721	583.056
61	802.819	-292.5	12.9904	164.807	412.5	324.76	-59.4548
62	1844.9	-577.5	-324.76	761.611	210	1013.25	-235.001
63	968.625	-187.5	64.9519	-341.477	517.5	-38.9711	314.579
64	1374.84	-127.5	64.9519	-120.385	577.5	558.586	951.76
65	1426.21	-442.5	142.894	24.993	922.5	-246.817	162.71
66	548.662	-60	129.904	110.684	405	129.904	-180.53
67	1329.28	142.5	-64.9519	-251.333	187.5	610.548	892.629
68	838.559	-7.5	142.894	363.842	7.5	-116.913	-433.313
69	742.795	-247.5	-298.779	216.841	270	181.865	-13.2012
70	867.406	-247.5	220.836	171.533	405	0	-355.599
71	1294.02	-742.5	428.683	-286.916	375	-155.885	2.85318
72	855.403	-187.5	168.875	-133.333	510	-285.788	-329.52
73	360.753	-75	129.904	-114.146	240	103.923	59.7573
74	1475.3	-630	-181.865	532.495	240	493.634	-448.992
75	837.457	-412.5	-12.9904	-70.5986	420	77.9423	-67.4413
76	1078.29	30	337.75	-165.701	615	-467.654	248.789
77	694.848	-210	-207.846	-330.25	22.5	220.836	164.714
78	1192.54	-307.5	194.856	284.451	360	-779.423	119.01
79	769.199	-375	493.634	171.5	112.5	-38.9711	-93.7205
80	919.368	-270	285.788	35.3017	450	-285.788	23.5886
81	920.864	-172.5	-12.9904	266.877	210	701.481	-170.405
82	1029.77	-97.5	-688.49	190.726	382.5	220.836	134.638
83	876.222	7.5	-168.875	-67.0935	187.5	688.49	-50.0535
84	1376.4	142.5	-168.875	506.836	157.5	662.509	-589.996
85	688.767	300	103.923	330.471	375	207.846	-346.267
86	788.821	-285	207.846	125.54	225	-259.808	-253.193
87	557.444	97.5	-90.9327	-90.7648	202.5	454.663	-135.979
88	965.306	-337.5	-480.644	215.871	150	337.75	59.6987
89	1165.04	-127.5	584.567	-205.947	510	-337.75	110.67
90	563.234	-67.5	168.875	-244.93	367.5	220.836	109.058
91	844.758	-60	-363.731	267.864	300	181.865	-267.244
92	895.251	307.5	246.817	-531.818	337.5	-142.894	273.6
93	1297.95	-172.5	90.9327	716.258	-157.5	-12.9904	-577.439
94	832.492	-262.5	-194.856	50.2347	330	389.711	66.598
95	750.308	-285	207.846	152.046	345	493.634	-138.448
96	1053.98	-127.5	-12.9904	207.748	585	155.885	-550.341
97	877.251	-75	467.654	-50.6485	210	-181.865	465.558
98	958.357	-255	597.558	232.624	412.5	-64.9519	48.3085
99	1523.69	435	-649.519	82.5055	562.5	740.452	-528.535
